"","ID","NC.1","NC.2","NC.3","NP.2","NP.4","NP.6","NC.4","NC.5","NC.6","NP.1","NP.3","NP.5","logFC","logCPM","PValue","FDR"
"6072","GB51564",612,514,744,591,357,676,419,270,514,754,510,793,0.0632683814177991,6.35998300435481,0.804873235542666,1
"6073","GB51565",183,131,328,226,110,238,96,57,216,279,141,225,0.192487870765009,4.7012001843817,0.408196333538813,1
"6074","GB51566",209,134,317,339,119,380,110,32,279,271,374,312,0.694604878709037,5.05634387435334,0.0332469403879575,1
"6075","GB51570",113,80,205,108,60,131,51,33,117,129,69,137,0.0297262098824918,3.85350420677883,0.898727716244621,1
"6076","GB51571",141,132,170,151,76,111,87,65,129,277,141,129,0.0820798195099651,4.29295649132678,0.754751755897975,1
"6077","GB51572",213,215,152,154,180,100,133,100,150,411,234,130,0.102644890675836,4.78850309113752,0.756774305792326,1
"6078","GB51578",378,296,578,389,212,438,231,122,296,589,368,470,0.260465697334234,5.68084008910933,0.259959895334638,1
"6079","GB51579",230,157,169,150,128,155,160,93,202,281,173,199,-0.129784393585278,4.72562753888549,0.577796229191864,1
"6080","GB51580",404,420,2249,573,304,711,284,160,767,690,508,824,-0.134938477781274,6.42191378710807,0.692210330288605,1
"6081","GB51581",280,181,258,215,141,241,173,111,212,285,225,218,-0.0669169255769176,4.97959530768517,0.75434014612141,1
"6082","GB51583",683,683,2463,163,310,150,126,162,2111,1202,4170,304,0.191412703803512,7.15746136756436,0.768738250972078,1
"6083","GB51586",986,909,1566,872,715,1261,640,404,1119,1422,868,1502,0.110655998548303,7.19420849843103,0.693088799994074,1
"6084","GB51587",134,85,163,86,53,71,53,55,69,90,84,76,-0.390346649972626,3.65361676632752,0.132535605015396,1
"6085","GB51588",150,91,327,164,59,191,62,39,121,128,85,198,0.0623581666380785,4.19396526207921,0.805501073045799,1
"6086","GB51589",87,60,150,73,47,96,42,16,63,74,82,80,0.120800605712703,3.3640588688804,0.611156327640239,1
"6087","GB51590",44,21,81,38,29,46,24,18,55,68,37,50,0.0559732154497901,2.65124453834746,0.860091122158189,1
"6088","GB51591",171,104,360,129,67,215,71,49,126,209,114,284,0.183274460916158,4.42532215329777,0.501923440187263,1
"6089","GB51592",384,250,433,281,235,283,182,142,327,434,318,387,0.0461745626549868,5.47204446457139,0.84085409324034,1
"6090","GB51593",320,308,460,433,156,594,100,36,130,131,217,418,0.567053782507264,5.22904803653594,0.0795435097748607,1
"6091","GB51596",196,138,305,227,93,178,110,81,173,228,184,245,0.0669692454729731,4.68402244798342,0.765815088586715,1
"6092","GB51597",311,207,283,230,160,185,212,144,285,363,290,231,-0.206982148776893,5.19011739766341,0.371395942928781,1
"6093","GB51598",1292,925,1626,1146,886,1348,752,373,1778,1984,1505,1789,0.245102408947997,7.51451189029269,0.406698694869134,1
"6094","GB51599",195,150,334,183,101,206,108,43,147,207,145,197,0.0536788017222847,4.55361576009335,0.794650400172663,1
"6095","GB51600",59,48,53,40,32,49,47,21,67,65,42,61,-0.226809884726832,2.90197014392973,0.396018270131317,1
"6096","GB51603",359,325,641,458,208,315,162,133,321,391,267,331,-0.0457416950014429,5.52112083775481,0.841346470729119,1
"6097","GB51605",33,20,87,45,21,57,20,13,22,42,21,42,0.204036816240288,2.35306404175521,0.500106755527487,1
"6098","GB51606",216,185,478,215,143,340,137,84,249,286,166,297,0.040281400585826,5.03509057117295,0.862996992726359,1
"6099","GB51607",335,233,501,255,204,281,195,125,308,387,272,288,-0.103730376477039,5.35032950461669,0.639136306661203,1
"6100","GB51608",48,28,109,37,23,58,33,11,46,41,59,65,0.0359951015189231,2.74006190473292,0.894558845680485,1
"6101","GB51611",25,18,70,40,19,29,4,9,15,11,20,33,0.191589248757593,1.84189695309073,0.547644194807182,1
"6102","GB51612",905,983,733,924,575,475,483,1261,340,332,654,509,-0.87170954474576,6.88827447288844,0.07552488311188,1
"6103","GB51613",126,86,199,84,72,75,55,37,106,103,207,88,0.0502510233332709,3.90410485544816,0.858864840299562,1
"6104","GB51614",91,46,172,79,46,85,58,28,114,129,96,123,0.0535562096425416,3.6587246609754,0.832702075643046,1
"6105","GB51615",104,123,60,49,45,20,17,10,31,27,82,30,-0.388671632036934,2.90433181218557,0.395446705586271,1
"6106","GB51617",430,284,448,341,217,308,255,115,421,537,379,363,-0.00178441600521925,5.62273387014367,0.996841117547497,1
"6107","GB51619",144,112,262,256,77,140,50,42,72,68,106,129,0.185686049717589,4.08420717234732,0.46106229724911,1
"6108","GB51620",108,85,122,73,59,83,57,36,107,161,103,100,0.0281640154133889,3.74093025531063,0.926276595609724,1
"6109","GB51622",130,96,177,100,74,75,58,175,63,42,96,110,-0.838065313624136,4.05728038030681,0.0511005072544609,1
"6110","GB51623",465,344,328,300,290,280,270,296,404,679,343,361,-0.207627649383763,5.81355354902156,0.461598756463945,1
"6111","GB51624",684,746,393,449,557,299,369,657,432,1398,391,404,-0.31839123100514,6.51089756602079,0.445736771196693,1
"6112","GB51625",181,132,127,134,124,131,138,120,196,227,157,216,-0.162795900320888,4.61680698419258,0.508527731740045,1
"6113","GB51626",123,140,116,108,97,78,85,95,96,178,121,93,-0.231787763901897,4.12703723749939,0.422856153050024,1
"6114","GB51627",180,133,309,156,122,213,99,64,198,207,193,230,0.122912699658788,4.65062205063231,0.578839024244678,1
"6115","GB51628",241,175,338,219,123,223,139,84,199,252,164,217,-0.0898476975520628,4.83302813277066,0.662997149263008,1
"6116","GB51629",310,239,455,320,196,274,183,128,210,321,252,286,-0.00146656276615869,5.26473655535585,0.993567109072816,1
"6117","GB51631",83,67,116,73,57,78,49,22,76,87,51,64,-0.0800301239213198,3.33498059658244,0.777063137551998,1
"6118","GB51632",272,137,289,154,126,203,245,88,263,270,218,297,-0.223722027780427,4.98555939215027,0.346321104018409,1
"6119","GB51633",79,53,145,82,39,74,38,15,60,73,52,84,0.0388463927865276,3.21770771584323,0.848119574554755,1
"6120","GB51634",75,53,200,56,39,83,40,17,93,94,62,117,-0.0633425630189181,3.41471294794786,0.867197647592322,1
"6121","GB51636",1741,1105,1135,1097,960,1056,1092,540,1652,2776,1219,1522,0.0194773325363337,7.60489088204145,0.951155058403566,1
"6122","GB51637",244,126,273,183,144,160,118,81,168,209,203,192,0.0182345380503591,4.68281037485375,0.939882508240624,1
"6123","GB51642",100,89,887,313,99,267,47,38,117,138,58,115,-0.071975576479403,4.54844111161183,0.860354513016857,1
"6124","GB51644",375,259,363,274,178,221,206,179,304,521,329,292,-0.120115778544575,5.4368687078632,0.60376410544968,1
"6125","GB51646",172,104,296,166,65,114,65,34,75,108,90,143,-0.10344107376398,4.03256064399948,0.686575948125848,1
"6126","GB51647",121,72,183,106,29,230,60,23,28,73,30,173,0.341437414900459,3.69417654333098,0.392294874568822,1
"6127","GB51649",148,114,254,124,67,134,86,62,114,147,137,166,-0.113110998028363,4.21954104283691,0.59439578598592,1
"6128","GB51650",35,20,415,156,32,131,16,6,78,48,43,108,0.200146764649153,3.47856646701362,0.681566043040947,1
"6129","GB51651",52,32,319,132,26,120,16,5,82,84,40,129,0.302096463395059,3.44073549478305,0.502786893455221,1
"6130","GB51652",996,522,4687,2811,343,2014,880,144,762,477,553,2014,0.1728028651947,7.40242253572549,0.713505055895802,1
"6131","GB51653",26334,18039,57206,55207,11423,25470,17126,4545,13898,17886,14202,29302,0.164556496862224,11.6538051656969,0.644664328253454,1
"6132","GB51654",166,109,210,140,72,130,60,63,123,166,145,129,-0.0114255542762765,4.18751665426369,0.956550254283607,1
"6133","GB51655",276,194,333,245,161,190,121,156,247,309,217,232,-0.15481912843144,5.0572736517881,0.499563576753411,1
"6134","GB51657",113,85,86,103,72,31,46,37,27,45,51,63,-0.206368614551522,3.2824851239728,0.556608258954791,1
"6135","GB51658",48,29,83,43,23,59,25,36,61,127,48,64,0.142651604230957,2.99175835559229,0.68729476252494,1
"6136","GB51659",299,205,587,288,173,476,117,58,442,358,321,467,0.298253274269011,5.43246385220404,0.314153857812636,1
"6137","GB51660",62,46,154,112,26,62,23,14,57,54,38,90,0.113693839473971,3.0731620454786,0.691472593942826,1
"6138","GB51661",209,148,200,135,86,147,82,73,154,156,130,141,-0.258004283642458,4.35028386597682,0.259589640150126,1
"6139","GB51662",197,157,321,198,117,167,125,61,187,280,187,185,0.0246884582852193,4.6963863527491,0.907902820748834,1
"6140","GB51665",1247,833,2287,1091,815,1333,804,424,1453,1544,1315,1393,0.0282781319612024,7.42223317699521,0.920286802796689,1
"6141","GB51666",1139,617,1456,1045,404,2144,602,160,943,1145,1098,1184,0.465807369861868,7.09551509541856,0.189761768323071,1
"6142","GB51667",31,24,73,43,24,40,20,7,24,22,26,44,0.157760491644021,2.21223739997737,0.570723405376571,1
"6143","GB51668",31,31,95,59,17,49,20,6,19,27,23,32,0.0703165708569004,2.27633351538843,0.793081102685969,1
"6144","GB51670",27,17,28,33,21,40,20,6,45,18,51,39,0.387243349507524,2.16109826960294,0.291370921795962,1
"6145","GB51671",127,43,840,415,52,409,27,17,317,138,198,292,0.384971497927508,4.89096651863676,0.468914296219977,1
"6146","GB51673",44,19,33,18,27,21,15,13,43,23,116,29,0.439716586999113,2.39470268764955,0.311722272019112,1
"6147","GB51674",134,97,217,84,82,128,93,48,151,224,123,139,-0.0386201162349208,4.19488195740649,0.871050806496905,1
"6148","GB51675",89,98,176,87,61,95,40,43,123,122,104,114,-0.0499149258443517,3.79761084947298,0.853830129432107,1
"6149","GB51682",39,30,139,45,28,35,27,7,105,79,89,75,0.055568566424456,3.02339611586478,0.870251356013675,1
"6150","GB51683",4624,3753,7113,3822,2525,2770,2376,1122,5491,6363,7480,4492,0.123080034418366,9.24565365096439,0.705887106363518,1
"6151","GB51684",146,118,139,137,99,87,71,74,101,172,143,106,0.0126541897457616,4.13837371636276,0.986910469897218,1
"6152","GB51685",39,32,36,30,18,36,15,20,33,33,42,34,-0.0296347094080783,2.26264060569174,0.890953050669054,1
"6153","GB51689",216,264,138,265,157,62,109,275,91,428,120,139,-0.405972750265327,4.95347616111144,0.36515646251724,1
"6154","GB51690",50,35,37,20,26,29,19,28,20,37,21,37,-0.360168455297396,2.26535271018535,0.284957369467796,1
"6155","GB51691",534,394,375,409,381,301,237,235,410,798,393,368,0.0681366423193502,5.91896498611902,0.816952560940768,1
"6156","GB51692",34,26,92,43,16,49,11,6,33,20,26,52,0.0918182622742024,2.26299398984502,0.753872399148479,1
"6157","GB51693",129,73,213,152,67,108,65,36,90,138,100,173,0.220217949274764,3.97518402042951,0.347932016326164,1
"6158","GB51694",119,90,241,103,47,117,66,49,108,91,77,143,-0.301965983575238,3.89072963515683,0.225907185018866,1
"6159","GB51696",29,29,84,68,23,53,21,26,29,41,19,56,0.107979382704792,2.56610219787957,0.778268581112971,1
"6160","GB51697",242,137,568,228,123,215,128,49,185,242,103,231,-0.150281716096777,4.78439391126883,0.573121165842195,1
"6161","GB51698",2318,754,5509,13266,1809,13131,2384,1693,2045,2350,438,7243,1.13574800143405,9.25108838893358,0.0552223048400913,1
"6162","GB51699",166,145,333,196,90,246,81,66,188,237,209,278,0.276990524116002,4.70477178121208,0.245869782749309,1
"6163","GB51700",237,184,362,194,105,221,107,85,205,301,205,248,0.00529173586245251,4.85560839312938,0.987350007354959,1
"6164","GB51701",175,114,206,116,78,89,53,59,152,201,134,125,-0.129618124629289,4.17216099132616,0.604867710286462,1
"6165","GB51702",197,136,334,170,120,224,109,39,129,172,154,218,0.163900096229361,4.54888670480042,0.470783887140461,1
"6166","GB51704",102,62,611,184,45,375,100,10,148,163,54,477,0.46584872609162,4.61438681492736,0.365977472327716,1
"6167","GB51705",1191,802,3315,1306,635,2585,1175,331,1532,1646,856,2917,0.194363744895528,7.690343735812,0.597197052602614,1
"6168","GB51706",189,134,275,169,86,143,79,151,91,100,118,185,-0.429040964752226,4.45134386996871,0.166490581686542,1
"6169","GB51707",100,82,178,98,47,110,49,32,105,157,76,130,0.0842808317428187,3.77109951118817,0.73606694436767,1
"6170","GB51709",107,64,179,130,42,94,60,53,96,119,99,95,-0.0944545484765341,3.78268608456698,0.68133204835966,1
"6171","GB51710",5045,4173,10953,5826,3139,5047,2833,1447,3907,8061,4002,4965,0.115231243637408,9.40092458212416,0.698602835794939,1
"6172","GB51712",1958,1291,2500,1770,1030,1761,1271,724,1484,2298,1270,1558,-0.0831306048987286,7.83186330058051,0.766897473168463,1
"6173","GB51713",36,41,113,61,14,50,27,17,42,67,43,64,0.0321836109378425,2.76395355262618,0.938250349114235,1
"6174","GB51714",127,91,178,146,86,90,104,71,128,186,125,117,-0.097000192329823,4.1800532085437,0.660945222920906,1
"6175","GB51715",56,38,157,53,17,67,24,27,43,59,44,78,-0.152338367042244,2.95097829939709,0.622349120081055,1
"6176","GB51716",7031,5250,9711,8362,3943,7289,4664,1907,5761,9623,5917,7034,0.181389473742224,9.81084407758546,0.538735952228615,1
"6177","GB51717",137,101,264,151,53,176,82,41,145,147,135,175,0.0447906983384877,4.22864662585827,0.849827905954877,1
"6178","GB51718",104,66,92,59,51,59,43,25,91,83,77,78,-0.143698713703843,3.35587687159877,0.601461985294733,1
"6179","GB51719",247,187,385,234,136,235,190,89,307,347,224,326,-0.050983405130295,5.12085055803304,0.809377228472655,1
"6180","GB51720",51,19,34,48,22,16,23,24,43,16,46,41,-0.240270121522463,2.34520018430085,0.505381141091374,1
"6181","GB51721",34,21,72,44,12,41,20,15,33,34,27,40,-0.0732767073574624,2.27212454668584,0.803260711943435,1
"6182","GB51722",150,105,216,200,74,104,101,52,117,169,142,161,0.059628971604896,4.25492394792265,0.800541738209264,1
"6183","GB51723",251,200,310,217,143,246,148,68,257,286,299,346,0.204337717275205,5.04948388430483,0.36331743266495,1
"6184","GB51724",176,132,545,820,173,686,54,19,318,157,80,434,1.02482198836179,5.30151230495659,0.0324673710570947,1
"6185","GB51725",313,223,341,230,131,169,124,100,175,287,200,239,-0.141011204425003,4.92491786405346,0.517927043624007,1
"6186","GB51726",291,173,508,309,118,235,137,80,231,317,186,278,-0.0323817636618954,5.04037412163373,0.891909788298849,1
"6187","GB51727",790,815,469,534,587,411,433,445,704,1170,503,611,-0.211946318094139,6.58899943203706,0.530372176366557,1
"6188","GB51728",82,106,113,53,52,65,29,115,67,93,95,73,-0.586516227478769,3.67901215793009,0.124039018911857,1
"6189","GB51729",949,1951,1373,600,546,678,452,432,874,964,261,1052,-0.702573046659401,6.94660369221521,0.0668358015955808,1
"6190","GB51732",42,65,117,172,24,135,6,1,70,55,28,70,0.752258635672019,3.1429712999457,0.125086149353488,1
"6191","GB51733",2510,2689,8897,7584,1792,5047,847,222,3003,3307,880,4182,0.472904387725163,8.76147292072535,0.275419668721483,1
"6192","GB51734",71,79,442,249,44,233,73,27,104,67,109,334,0.452124698442623,4.32059144515417,0.272741210090926,1
"6193","GB51735",157,92,97,114,84,100,90,47,116,189,99,114,0.0230285444927892,4.02036227908468,0.949999776902622,1
"6194","GB51736",114,31,62,29,28,20,25,37,56,68,191,39,0.0912870376173442,3.15792456347817,0.842681533963145,1
"6195","GB51737",45,56,58,43,27,49,25,6,43,81,36,68,0.277814946159449,2.70021486324678,0.359601930439375,1
"6196","GB51738",1037,627,1454,1077,414,993,625,256,609,828,625,1011,0.0104429288481098,6.79932947111101,0.970718415434048,1
"6197","GB51739",69,52,88,59,43,54,45,41,85,105,75,65,-0.118261937054152,3.30770961281853,0.619851581852376,1
"6198","GB51740",70,42,140,74,24,76,25,9,48,62,54,74,0.164081589446474,2.99844736579323,0.551864453870462,1
"6199","GB51741",1186,884,2531,1758,1054,1769,1302,496,1313,931,391,997,-0.242706330144238,7.4729600538651,0.504478353478665,1
"6200","GB51743",83,43,319,144,39,168,36,11,95,86,89,137,0.336179138755877,3.76609153602926,0.349198133914459,1
"6201","GB51744",351,110,283,227,71,460,156,84,102,253,181,492,0.45229823767585,5.01385755192319,0.201417731438219,1
"6202","GB51745",175,126,265,157,72,149,65,46,102,135,141,181,0.0600539091244828,4.23654917679754,0.77711063643075,1
"6203","GB51746",365,441,318,279,313,228,224,312,302,783,324,277,-0.160388892407115,5.76158699468471,0.626565778920064,1
"6204","GB51748",193,500,347,322,295,126,77,428,95,120,178,167,-0.763208622158835,5.35640189467872,0.149572497965225,1
"6205","GB51749",496,349,790,566,203,322,202,79,268,255,343,399,-0.0361578369980126,5.60308592752996,0.897724946309594,1
"6206","GB51750",142,100,123,108,101,68,110,160,104,123,122,67,-0.690287353522607,4.22536131560794,0.0629257619605818,1
"6207","GB51751",631,300,1063,1485,404,2088,262,143,451,570,320,1151,1.06070445958537,6.64415592779495,0.00984858232433106,1
"6208","GB51755",102,81,195,107,49,112,58,21,110,138,83,118,0.0519881694666097,3.77080726411777,0.820435318951603,1
"6209","GB51756",133,118,177,109,58,99,70,47,120,124,123,110,-0.212149830562227,3.97027211636366,0.350918449067094,1
"6210","GB51757",100,109,170,140,69,100,68,20,76,104,71,114,0.0841723855325517,3.76270955350006,0.714786461533105,1
"6211","GB51758",36,35,35,38,32,23,12,17,17,33,27,23,0.102126447082749,2.11608227395989,0.780244464282894,1
"6212","GB51759",153,92,485,288,94,151,80,43,207,237,274,246,0.337317980719057,4.7185507641351,0.259022456296686,1
"6213","GB51760",22616,22194,15165,17692,11162,11825,12915,13653,8980,16347,11943,14710,-0.492269877845719,11.1932954901321,0.190794584521446,1
"6214","GB51762",53,37,136,59,31,54,31,17,53,53,43,73,-0.0727373440214341,2.92027989071756,0.821775366430092,1
"6215","GB51763",138,85,270,151,67,134,92,54,119,136,115,151,-0.0940500011798502,4.16711924981417,0.680188416137872,1
"6216","GB51767",41,23,120,61,18,49,21,6,37,26,35,61,0.0860359238240677,2.52331316140597,0.767920505405341,1
"6217","GB51768",132,151,431,269,82,185,83,106,95,102,118,222,-0.124687117647039,4.54505452842594,0.672237085182239,1
"6218","GB51772",100,55,72,81,28,27,51,18,23,46,58,28,-0.363262794451858,2.87528415197704,0.316388482736616,1
"6219","GB51774",350,222,65,110,62,30,23,52,41,83,62,87,-0.882019788567076,3.86542503362033,0.058515627150553,1
"6220","GB51775",601,772,727,339,373,415,249,418,435,665,655,472,-0.332220068361656,6.28143417421322,0.298996513189108,1
"6221","GB51782",356,264,749,343,212,335,260,97,322,417,334,380,-0.0478818877330739,5.56639015628134,0.846748729807425,1
"6222","GB51783",3767,661,1640,812,1066,1403,160,225,568,808,270,1685,-0.0464042874508881,7.19269898436436,0.917964217684807,1
"6223","GB51787",11963,8929,16273,16942,5560,7090,10112,3310,12964,16769,10761,12197,-0.0462316673133984,10.6157809254868,0.884566189343799,1
"6224","GB51790",94,84,129,186,67,77,43,32,47,91,37,148,0.378293459275771,3.62662536231275,0.2176479001693,1
"6225","GB51791",109,158,294,188,94,120,53,106,81,69,113,137,-0.270042490832569,4.23976614961962,0.394782526552831,1
"6226","GB51792",219,202,240,180,131,152,93,124,123,197,144,183,-0.206839810411418,4.64555200510815,0.411339690309109,1
"6227","GB51793",35,23,23,36,17,39,20,15,21,25,14,37,0.0701595846173051,2.01095086847612,0.90472080367575,1
"6228","GB51794",176,98,214,132,79,138,102,36,112,173,143,151,0.0650675628852024,4.20992104736655,0.765986629447649,1
